CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"2150121",5673,63,28,1,1,0
"2150122",5674,785,582,11,8,0
"2150123",5675,351,222,4,1,1
"2150124",5676,503,412,10,2,0
"2150125",5677,309,219,4,1,0
"2150126",5678,543,421,3,6,1
"2150127",5679,378,189,2,5,0
"2150128",5680,712,455,4,5,0
"2150129",5681,46,68,0,0,0
"2150130",5682,348,359,2,1,0
"2150131",5683,10,4,0,0,0
"2150132",5684,343,160,0,3,0
"2150133",5685,33,36,0,0,0
"2150134",5686,848,851,12,6,0
"2150135",5687,604,438,10,3,0
"2150136",5688,588,422,8,3,0
"2150137",5689,12,14,0,0,0
"2150138",5690,142,67,0,2,0
"2150139",5691,146,76,1,0,0
"2150140",5692,5,1,0,0,0
"2150141",5693,35,18,2,0,0
"2150142",5694,621,440,8,1,0
"2150143",5695,1094,754,14,4,2
"2150144",5696,12,11,1,1,0
"2150145",5697,293,247,9,1,0
"2150146",5698,621,336,10,9,0
"2150147",5699,47,40,1,0,0
"2150148",5700,32,14,1,0,0
"2150149",5701,35,12,0,0,0
"2150150",5702,404,307,3,4,0
"2150151",5703,1200,936,14,4,0
"2150152",5704,880,672,6,1,2
"2150153",5705,112,59,0,0,0
"2150154",5706,813,516,4,3,0
"2150155",5707,216,127,0,2,0
"2150156",5708,616,325,6,9,0
"2150157",5709,432,260,2,4,0
"2150158",5710,1131,832,20,5,1
"2150159",5711,188,87,2,3,0
"2150160",5712,137,113,0,0,0
"2150161",5713,743,506,5,5,0
"2150162",5714,221,213,4,0,0
"2150163",5715,822,493,6,2,0
"2150164",5716,652,665,8,7,0
"2150165",5717,243,240,1,2,0
"2150166",5718,195,180,3,1,0
"2150167",5719,173,226,4,2,0
"2150168",5720,124,67,1,2,0
"2150169",5721,148,135,2,4,0
"2150170",5722,252,206,1,3,0
"2150171",5723,6,5,0,0,0
"2150172",5724,13,11,0,0,0
"2150173",5725,434,396,6,2,0
"2150174",5726,294,175,6,2,0
"2150175",5727,427,254,2,2,1
"2150176",5728,402,248,2,3,0
"2150177",5729,207,149,2,2,0
"2150178",5730,5,12,0,0,0
"2150179",5731,129,82,1,0,0
"2150180",5732,62,36,4,0,0
"2150181",5733,238,375,1,0,0
"2150182",5734,276,154,6,2,0
"2150183",5735,811,509,10,2,0
"2150184",5736,14,13,0,0,0
"2150185",5737,0,0,0,0,0
"2150186",5738,75,28,1,2,0
"2150187",5739,790,645,7,4,0
"2150188",5740,684,617,0,5,0
"2150189",5741,230,123,1,0,0
"2150190",5742,165,127,0,1,0
"2150191",5743,176,128,1,1,0
"2150192",5744,140,114,1,1,0
"2150193",5745,186,124,3,0,0
"2150194",5746,614,636,5,2,0
"2150195",5747,254,388,5,1,0
"2150196",5748,285,239,5,1,0
"2150197",5749,259,217,0,0,0
"2150198",5750,204,195,3,1,0
"2150199",5751,927,796,7,4,0
"2150200",5752,885,667,10,6,1
"2150201",5753,471,373,1,1,0
"2150202",5754,249,318,0,2,0
"2150203",5755,1547,1074,18,8,1
"2150204",5756,191,189,3,1,0
"2150205",5757,78,45,0,0,0
"2150206",5758,462,296,4,1,0
"2150207",5759,938,709,6,3,0
"2150208",5760,26,13,0,0,0
"2150209",5761,408,246,5,5,0
"2150210",5762,124,115,0,1,1
"2150211",5763,90,109,2,0,0
"2150212",5764,574,381,3,3,0
"2150213",5765,62,37,2,0,0
"2150214",5766,759,424,7,7,1
"2150215",5767,388,321,6,3,0
"2150216",5768,601,317,2,4,0
"2150217",5769,60,36,0,1,0
"2150218",5770,288,202,0,0,0
"2150219",5771,368,280,2,2,0
"2150220",5772,206,137,2,1,0
"2150221",5773,422,375,7,2,0
"2150222",5774,1,8,0,0,0
"2150223",5775,172,201,1,0,0
"2150224",5776,78,104,0,1,0
"2150225",5777,115,43,1,0,0
"2150226",5778,822,639,7,8,0
"2150227",5779,1078,612,14,15,0
"2150228",5780,501,331,5,5,1
"2150229",5781,296,217,4,3,0
"2150230",5782,332,354,5,1,0
"2150231",5783,95,87,0,0,0
"2150232",5784,402,234,7,4,0
"2150233",5785,0,0,0,0,0
"2150234",5786,726,530,13,9,0
"2150235",5787,91,93,2,0,0
"2150236",5788,149,150,0,1,0
"2150237",5789,350,180,2,3,0
"2150238",5790,37,49,0,0,0
"2150239",5791,696,611,12,4,0
"2150240",5792,299,224,5,2,0
"2150241",5793,137,84,3,0,0
"2150242",5794,11,9,0,0,0
"2150243",5795,27,31,0,0,0
"2150244",5796,257,182,5,0,0
"2150245",5797,106,52,0,1,0
"2150246",5798,2,0,0,0,0
"2150247",5799,65,34,0,1,0
"2150248",5800,16,10,0,0,0
"2150249",5801,150,88,1,0,0
"2150250",5802,46,27,0,0,0
"2150251",5803,6,0,0,0,0
"2150252",5804,5,6,0,0,0
"2150253",5805,136,99,3,2,0
"2150254",5806,675,505,8,2,1
"2150255",5807,76,72,2,0,0
"2150256",5808,102,140,1,0,0
"2150257",5809,184,120,3,1,0
"2150258",5810,6,4,0,0,0
"2150259",5811,265,187,5,2,0
"2170001",5812,281,869,9,3,0
"2170002",5813,200,1381,13,1,0
"2170003",5814,323,293,10,2,0
"2170004",5815,253,1309,7,5,0
"2170005",5816,108,833,5,0,0
"2170006",5817,250,756,11,1,0
"2170007",5818,126,586,7,2,0
"2170008",5819,247,1330,5,1,0
"2170009",5820,186,715,9,2,0
"2170010",5821,329,1142,23,2,0
"2170011",5822,82,432,4,0,0
"2170012",5823,219,853,6,5,0
"2170013",5824,256,1427,10,2,0
"2190011",5825,39,225,1,0,0
"2190014",5826,83,506,7,1,0
"2190015",5827,40,267,2,1,1
"2190016",5828,200,1194,9,0,0
"2190021",5829,245,968,5,3,2
"2190024",5830,71,487,8,2,0
"2190032",5831,271,880,9,1,0
"2190033",5832,5,67,0,0,0
"2190035",5833,19,78,2,1,0
"2190036",5834,78,131,3,0,1
"2190043",5835,24,187,1,0,1
"2190044",5836,126,389,3,1,0
"2190045",5837,210,794,5,6,1
"2190046",5838,71,363,6,0,1
"2210101",5839,323,1234,15,3,4
"2210103",5840,411,1733,18,5,3
"2210105",5841,217,1507,14,6,2
"2210107",5842,67,628,8,2,2
"2210112",5843,226,963,11,9,0
"2210202",5844,529,2002,36,6,4
"2210211",5845,266,1151,13,4,4
"2210216",5846,468,2306,23,2,4
"2210218",5847,366,1841,19,4,5
"2210310",5848,316,1617,23,8,3
"2210313",5849,402,1934,18,7,4
"2210314",5850,539,2211,24,3,6
"2210317",5851,269,1396,19,6,5
"2210404",5852,304,1139,14,2,3
"2210408",5853,390,1863,18,2,6
"2210409",5854,547,2863,40,3,8
"2210415",5855,61,284,6,1,0
"2230001",5856,302,1237,15,2,1
"2230002",5857,328,1050,13,5,1
"2230003",5858,316,911,9,3,0
"2230004",5859,161,842,12,2,0
"2230005",5860,51,339,2,1,0
"2230008",5861,40,172,2,0,0
"2230011",5862,90,453,2,1,0
"2230012",5863,24,200,0,0,0
"2230013",5864,130,548,5,3,0
"2230014",5865,105,631,8,1,0
"2230016",5866,81,754,2,2,0
"2230017",5867,142,742,9,2,0
"223001a",5868,180,674,7,1,0
"2230020",5869,53,387,4,0,0
"2230023",5870,25,205,4,0,0
"2230024",5871,65,493,3,2,0
"2230025",5872,41,269,2,0,0
"223002a",5873,334,410,11,3,0
"2230036",5874,75,613,5,1,0
"223003a",5875,237,864,13,1,0
"223004a",5876,266,925,15,1,0
"2250001",5877,290,469,3,1,0
"2250002",5878,276,705,4,1,3
"2250003",5879,528,324,5,0,2
"2250004",5880,355,888,11,0,2
"2250005",5881,125,833,6,1,1
"2250006",5882,190,588,9,0,0
"2250007",5883,67,573,3,1,0
"2250008",5884,44,245,2,0,0
"2250009",5885,22,341,0,0,0
"2250010",5886,39,177,0,0,1
"2250011",5887,12,93,2,0,0
"2250012",5888,15,91,0,0,0
"2250014",5889,20,168,1,0,0
"2250015",5890,42,155,2,1,0
"2250016",5891,17,204,4,0,1
"2250017",5892,11,220,1,0,1
"2250018",5893,41,90,0,0,0
"2250019",5894,106,374,1,2,0
"2250020",5895,13,154,0,0,0
"2250021",5896,58,209,1,0,0
"2250022",5897,43,159,1,0,0
"2270011",5898,237,308,5,2,0
"2270012",5899,167,178,3,2,0
"2270013",5900,80,152,4,2,0
"2270014",5901,20,80,0,0,0
"2270016",5902,26,60,3,0,0
"2270024",5903,65,275,4,0,0
"2270025",5904,177,641,5,1,0
"2270026",5905,52,171,4,2,0
"2270031",5906,13,35,1,0,0
"2270032",5907,18,49,0,0,0
"2270033",5908,215,754,6,3,0
"2270034",5909,219,601,9,5,0
"2270035",5910,38,154,3,0,0
"2270037",5911,0,0,0,0,0
"2270041",5912,2,3,0,0,0
"2270042",5913,82,204,6,1,0
"2270045",5914,114,473,5,1,0
"2270046",5915,152,369,8,0,0
"2270103",5916,16,90,1,0,0
"2270104",5917,4,85,1,0,0
"2270105",5918,0,0,0,0,0
"227012a",5919,20,52,0,1,0
"2270205",5920,79,899,3,3,0
"2270207",5921,45,617,3,0,0
"2270208",5922,0,0,0,0,0
"2270209",5923,0,0,0,0,0
"2270304",5924,42,355,5,1,0
"227031a",5925,0,0,0,0,0
"227034a",5926,4,11,0,0,0
"2270404",5927,66,381,2,1,0
"2270405",5928,21,201,0,0,0
"2270408",5929,3,39,1,0,0
"2270409",5930,23,333,3,1,0
"227207c",5931,60,364,2,2,0
"227208c",5932,9,120,2,0,0
"2290001",5933,93,244,3,1,0
"2290002",5934,72,111,3,1,0
"2290004",5935,56,136,3,0,0
"229001w",5936,40,57,0,0,0
"229003n",5937,27,73,0,2,0
"229003s",5938,67,112,1,1,0
"229004s",5939,4,11,0,0,0
"22904nw",5940,12,27,0,0,0
"2310101",5941,121,719,4,1,2
"2310102",5942,61,263,5,0,0
"2310103",5943,80,450,5,0,0
"2310104",5944,124,577,7,4,0
"2310105",5945,141,305,6,4,0
"2310106",5946,492,723,17,2,2
"2310107",5947,572,1352,27,6,5
"2310108",5948,343,587,18,0,1
"2310109",5949,144,761,5,2,0
"2310110",5950,111,392,4,1,0
"2310111",5951,132,336,8,0,0
"2310212",5952,84,285,5,0,0
"2310213",5953,86,632,3,1,0
"2310216",5954,249,1197,14,2,1
"2310217",5955,195,940,12,6,0
"2310318",5956,61,457,8,0,0
"2310319",5957,181,1110,14,2,1
"2310320",5958,280,1258,7,3,1
"2310321",5959,163,810,7,2,0
"2310322",5960,102,585,5,0,0
"2310323",5961,315,1698,15,3,1
"2310324",5962,467,1410,31,1,3
"2310325",5963,452,1563,12,0,2
"2310426",5964,73,264,6,1,0
"2310427",5965,767,842,27,6,2
"2310428",5966,484,760,31,3,0
"2310429",5967,72,242,4,0,0
"2310430",5968,137,266,6,0,1
"2310431",5969,101,259,3,0,0
"2310432",5970,172,994,9,3,0
"2310433",5971,741,366,15,8,0
"2310434",5972,147,843,12,1,0
"231214a",5973,275,1485,17,5,0
"231214b",5974,136,696,6,0,0
"231215a",5975,606,2675,42,4,1
"231215b",5976,239,1061,17,0,0
"2330011",5977,123,1080,18,0,3
"2330014",5978,147,1105,15,0,3
"2330021",5979,199,2128,29,4,3
"2330023",5980,46,398,4,0,0
"2330031",5981,105,1102,11,0,1
"2330033",5982,108,765,19,1,1
"2330041",5983,5,49,0,0,0
"2330042",5984,232,1054,19,5,3
"2350100",5985,32,177,3,1,0
"2350200",5986,33,193,1,1,0
"2350300",5987,20,147,0,0,0
"2350400",5988,35,246,4,0,0
"2370001",5989,71,675,6,1,0
"2370002",5990,71,738,8,4,0
"2370003",5991,17,140,1,0,0
"2370004",5992,56,592,1,2,0
"2370005",5993,31,476,3,1,0
"2370006",5994,85,797,5,1,0
"2390001",5995,330,1094,15,5,3
"2390002",5996,189,1327,14,6,2
"2390003",5997,206,1073,9,8,2
"2390004",5998,36,208,1,1,0
"2390005",5999,56,384,1,1,0
"2390006",6000,87,310,3,1,0
"2390007",6001,16,80,0,1,1
"2390008",6002,45,326,3,0,2
"2390009",6003,68,429,7,0,1
"2410001",6004,9,29,0,0,0
"2410002",6005,44,488,1,0,0
"2410003",6006,119,688,4,0,1
"2410004",6007,64,458,2,0,2
"2410005",6008,13,102,0,0,0
"2410006",6009,238,513,5,1,1
"2410007",6010,198,254,5,0,0
"2410008",6011,276,324,4,1,1
"2410009",6012,125,1268,9,1,5
"2410010",6013,105,1126,6,0,0
"2410011",6014,34,268,1,1,1
"2410012",6015,63,351,4,0,1
"2410013",6016,75,295,2,0,0
"2410014",6017,288,1372,13,2,1
"2410015",6018,191,1696,10,1,2
"2410016",6019,9,189,0,0,0
"2410017",6020,51,961,12,0,1
"2410019",6021,302,1177,8,0,2
"2410020",6022,400,359,5,0,1
"2410021",6023,350,624,14,0,0
"2430001",6024,129,183,7,0,0
"2430002",6025,125,177,3,1,0
"2430003",6026,127,221,6,1,0
"2430004",6027,45,90,0,0,0
"2430005",6028,75,113,1,1,0
"2450001",6029,859,101,3,2,0
"2450002",6030,468,113,2,4,0
"2450003",6031,999,60,4,4,0
"2450004",6032,437,660,12,1,0
"2450005",6033,562,462,11,1,0
"2450006",6034,494,224,6,0,0
"2450007",6035,530,342,10,2,1
"2450008",6036,333,32,2,0,0
"2450009",6037,456,2347,27,4,0
"2450010",6038,268,66,2,1,0
"2450011",6039,167,39,1,2,0
"2450012",6040,257,16,0,1,0
"2450013",6041,196,11,0,0,0
"2450014",6042,704,60,3,2,0
"2450015",6043,592,105,6,3,0
"2450016",6044,188,39,1,0,0
"2450017",6045,1048,731,11,3,0
"2450018",6046,986,32,6,2,0
"2450019",6047,738,77,2,2,0
"2450020",6048,541,65,5,1,0
"2450021",6049,64,103,0,1,0
"2450022",6050,1032,649,14,3,0
"2450023",6051,1099,370,10,1,0
"2450024",6052,80,299,7,0,0
"2450025",6053,362,1277,13,3,0
"2450026",6054,827,1142,27,3,0
"2450027",6055,492,402,12,1,0
"2450028",6056,385,217,4,3,0
"2450029",6057,177,1323,15,0,0
"2450030",6058,90,770,6,1,0
"2450031",6059,112,820,8,0,0
"2450032",6060,39,164,1,1,0
"2450033",6061,467,994,19,2,1
"2450034",6062,1005,57,1,3,0
"2450035",6063,111,578,10,1,0
"2450036",6064,220,860,16,3,0
"2450037",6065,362,1366,38,2,1
"2450038",6066,244,1320,21,1,0
"2450039",6067,1049,47,4,2,0
"2450040",6068,354,1728,26,3,2
"2450041",6069,26,82,1,1,0
"2450042",6070,335,1371,21,0,1
"2450043",6071,356,1253,11,5,0
"2450044",6072,259,191,4,1,0
"2450045",6073,432,254,5,4,0
"2450046",6074,416,215,7,3,0
"2450047",6075,518,264,5,2,0
"2450048",6076,366,94,2,2,0
"2450049",6077,167,83,1,2,0
"2450050",6078,1035,275,2,3,1
"2450051",6079,181,34,2,0,0
"2450052",6080,258,14,1,0,0
"2450053",6081,687,71,3,1,0
"2450054",6082,270,12,4,2,0
"2450055",6083,207,10,0,0,0
"2450056",6084,465,1922,22,1,0
"2450057",6085,395,15,3,1,0
"2450058",6086,45,329,3,1,0
"2450059",6087,552,18,1,3,0
"2450060",6088,446,1705,34,8,0
"2450061",6089,410,668,7,2,0
"2450062",6090,695,1228,30,6,1
"2450063",6091,726,39,6,3,0
"2450064",6092,387,107,4,2,0
"2450065",6093,426,963,13,2,1
"2450066",6094,248,784,13,0,1
"2450067",6095,1134,156,7,1,0
"2450068",6096,767,853,27,3,1
"2450069",6097,552,1668,26,4,0
"2450070",6098,871,538,8,5,1
"2450071",6099,35,159,2,0,0
"2450072",6100,1675,1090,36,12,1
"2450073",6101,625,1142,36,5,0
"2450074",6102,299,1689,22,1,0
"2450075",6103,370,63,3,2,1
"2450076",6104,375,87,1,3,1
"2450077",6105,691,49,3,0,0
"2450078",6106,761,435,12,1,0
"2450079",6107,630,886,17,4,0
"2450080",6108,6,2,0,0,0
"2450081",6109,406,17,1,0,0
"2450082",6110,942,559,17,1,0
"2450083",6111,147,703,9,2,0
"2450084",6112,505,29,0,0,0
"2450085",6113,732,108,2,5,1
"2450086",6114,419,394,13,1,1
"2450087",6115,570,95,2,6,0
"2450088",6116,518,227,9,1,1
"2450089",6117,175,71,1,0,0
"2450090",6118,47,77,0,0,1
"2450091",6119,65,498,4,2,0
"2450092",6120,293,617,14,1,1
"2450093",6121,316,89,4,0,0
"2450094",6122,512,1034,16,2,0
"2450095",6123,147,252,3,1,0
"2450096",6124,206,53,3,1,0
"2450097",6125,115,27,3,2,0
"2450098",6126,132,275,4,1,0
"2450099",6127,304,105,7,2,0
"2450100",6128,972,1220,13,6,0
"2450101",6129,9,13,0,0,0
"2450102",6130,0,1,0,0,0
"2450103",6131,40,172,1,0,0
"2450104",6132,8,48,0,0,0
"2470001",6133,318,219,0,0,0
"2470002",6134,315,211,1,1,0
"2470003",6135,267,206,0,1,0
"2470004",6136,290,193,3,0,0
"2470005",6137,7,4,0,0,0
"2490001",6138,135,86,2,1,0
"2490002",6139,85,264,6,2,0
"2490003",6140,166,666,4,2,1
"2490004",6141,321,406,1,0,1
"2490005",6142,80,65,1,0,0
"2490006",6143,303,254,2,1,1
"2490007",6144,635,898,7,3,4
"2490008",6145,489,1529,15,4,2
"2490009",6146,179,163,1,0,0
"2490010",6147,635,391,5,1,1
"2490011",6148,243,234,2,1,2
"2490012",6149,585,506,4,2,0
"2490013",6150,149,80,2,1,0
"2490014",6151,45,84,0,0,0
"2490015",6152,424,455,4,2,0
"2490016",6153,274,146,2,1,0
"2490017",6154,464,413,5,4,0
"2490018",6155,107,127,2,0,0
"2490019",6156,42,165,0,1,0
"2490020",6157,254,115,1,1,1
"2490022",6158,504,406,3,1,0
"2510001",6159,44,258,1,1,0
"2510002",6160,415,1596,25,2,0
"2510003",6161,395,1205,14,3,0
"2510004",6162,660,1783,40,4,1
"2510005",6163,449,1482,21,3,2
"2510006",6164,70,338,4,1,0
"2510007",6165,467,1548,16,4,1
"2510008",6166,834,1230,27,10,2
"2510009",6167,106,690,2,0,0
"2510010",6168,367,1157,33,3,1
"2510011",6169,555,2223,25,3,1
"2510012a",6170,420,1737,23,5,0
"2510012b",6171,169,558,8,0,0
"2510013",6172,335,1291,17,6,0
"2510014",6173,42,309,1,2,0
"2510015",6174,195,937,19,3,0
"2510016",6175,79,327,4,0,0
"2510017",6176,556,1553,27,5,0
"2510018",6177,651,1911,28,6,0
"2510019",6178,702,2381,31,6,0
"2510020",6179,318,549,13,4,0
"2510021",6180,189,994,4,3,0
"2510022",6181,688,1671,32,5,0
"2510023",6182,251,1520,14,2,0
"2510024",6183,413,1620,22,1,0
"2510025",6184,229,724,13,3,0
"2510026",6185,159,1014,8,0,0
"2510027",6186,230,1551,17,2,0
"2510028",6187,272,1166,14,3,0
"2510029",6188,166,754,10,4,0
"2510030",6189,237,1574,16,5,0
"2510031",6190,186,869,7,4,0
"2510032",6191,517,1862,18,7,0
"2510033",6192,386,1632,30,4,0
"2510034",6193,411,1150,20,1,0
"2510035",6194,631,2416,24,4,0
"2510036",6195,195,438,8,1,0
"2510037",6196,262,885,13,4,0
"2510038",6197,134,513,10,2,1
"2510039",6198,418,1256,18,3,1
"2510040",6199,522,1410,27,3,1
"2510041",6200,743,2471,30,4,3
"2510042",6201,731,1089,23,2,0
"2510043",6202,665,986,14,4,0
"2530001",6203,267,1048,11,4,3
"2530002",6204,296,1356,14,6,3
"2530003",6205,185,1733,22,5,0
"2530004",6206,251,1523,16,4,0
"2550001",6207,265,665,3,4,1
"2550002",6208,15,117,0,0,0
"2550003",6209,5,108,1,1,0
"2550004",6210,207,506,10,2,1
"2550005",6211,134,347,0,1,0
"2550006",6212,7,203,1,2,0
"2550007",6213,59,451,3,1,0
"2550008",6214,25,116,0,1,0
"2550009",6215,18,133,0,0,2
"2550010",6216,19,228,1,0,0
"2550011",6217,123,382,4,1,0
"2550012",6218,79,304,2,1,0
"2550013",6219,2,28,0,0,0
"2550014",6220,253,331,4,1,0
"2550015",6221,23,49,1,2,0
"2570001",6222,687,1301,14,2,0
"2570002",6223,198,772,4,4,0
"2570003",6224,676,1351,22,7,0
"2570004",6225,401,1157,14,3,0
"2570005",6226,879,367,7,6,0
"2570006",6227,246,1245,16,4,0
"2570007",6228,982,1050,21,8,0
"2570008",6229,483,797,17,3,0
"2570009",6230,280,1015,11,4,0
"2570010",6231,260,1543,11,0,0
"2570011",6232,434,1004,24,3,0
"2570012",6233,219,1157,9,3,0
"2570013",6234,1060,1209,24,6,0
"2570014",6235,996,1128,27,5,0
"2570015",6236,281,1595,13,5,0
"2570016",6237,300,1755,12,2,0
"2570017",6238,219,1136,8,3,0
"2570018",6239,326,1454,17,6,0
"2570019",6240,500,1140,17,6,0
"2570020",6241,245,807,14,5,0
"2570021",6242,292,1354,14,4,0
"2570022",6243,139,757,8,1,0
"2570023",6244,306,706,10,5,0
"2570024",6245,268,704,3,2,0
"2570025",6246,213,375,8,0,0
"2570026",6247,662,231,9,4,0
"2570027",6248,786,1493,27,8,0
"2570028",6249,225,854,6,3,0
"2570029",6250,1003,727,18,3,0
"2570030",6251,279,1067,5,4,0
"2570031",6252,303,577,12,3,0
"2570032",6253,613,1240,17,3,0
"2570033",6254,176,201,4,2,0
"2570034",6255,492,1420,19,4,0
"2570035",6256,1334,1424,24,10,0
"2570036",6257,808,906,22,2,0
"2570037",6258,834,605,20,3,0
"2591010",6259,525,1260,24,2,2
"2591030",6260,55,176,4,0,0
"2591050",6261,493,1635,25,4,9
"2591110",6262,434,1433,19,4,5
"2592020",6263,335,1614,19,1,9
"2592060",6264,378,1211,18,2,3
"2592080",6265,391,1281,20,3,3
"2592120",6266,407,1291,17,4,7
"2593010",6267,410,1313,18,1,6
"2593030",6268,359,1535,21,3,4
"2593040",6269,182,587,10,2,5
"2593050",6270,409,1285,23,5,7
"2593060",6271,108,501,3,0,0
"2594050",6272,520,1507,20,5,5
"2594070",6273,276,1005,17,2,3
"2594090",6274,228,751,9,3,3
"2594100",6275,510,1698,22,5,7
"2610001",6276,14,28,0,0,0
"2610002",6277,17,32,1,1,0
"2610003",6278,16,24,0,0,0
"2610004",6279,2,31,0,0,0
"2610005",6280,5,3,0,0,0
"2610006",6281,11,9,0,0,0
"2630101",6282,13,133,0,2,0
"2630201",6283,4,26,0,0,0
"2630202",6284,6,70,0,0,0
"2630301",6285,5,61,0,0,0
"2630302",6286,1,33,1,0,0
"2630401",6287,18,85,0,1,0
"2650101",6288,468,1760,25,4,0
"2650107",6289,149,667,11,2,0
"2650109",6290,251,1014,10,1,1
"2650113",6291,293,790,15,3,0
"2650118",6292,115,231,5,0,0
"2650119",6293,499,1103,16,2,0
"2650202",6294,274,1312,13,2,0
"2650211",6295,226,515,12,1,0
"2650215",6296,508,1816,21,5,0
"2650220",6297,477,1644,16,4,1
"2650303",6298,264,882,13,2,1
"2650308",6299,167,509,4,0,0
"2650312",6300,733,1682,30,3,2
"2650314",6301,579,998,24,8,2
"2650404",6302,106,725,7,3,0
"2650405",6303,338,1035,8,0,1
"2650406",6304,485,1866,18,6,0
"2650410",6305,20,229,3,0,0
"2650416",6306,248,1054,12,4,0
"2650417",6307,324,1047,20,1,0
"2670001",6308,86,474,1,0,0
"2670002",6309,43,256,3,0,0
"2670003",6310,23,183,2,2,0
"2670004",6311,32,272,3,0,0
"2670006",6312,23,224,1,0,0
"2670007",6313,26,256,2,1,0
"2670009",6314,51,322,5,1,0
"2690001",6315,1,46,0,0,0
"2690002",6316,0,25,0,0,0
"2690003",6317,2,41,0,0,0
"2690004",6318,5,39,0,0,0
"2710001",6319,100,299,3,0,0
"2710002",6320,113,260,3,1,0
"2710003",6321,135,222,3,0,0
"2710004",6322,98,363,2,1,1
"2730011",6323,237,185,3,2,1
"2730012",6324,486,843,15,3,3
"2730013",6325,219,155,0,0,0
"2730014",6326,454,441,7,3,1
"2730021",6327,410,571,11,3,4
"2730022",6328,221,207,5,3,1
"2730023",6329,136,134,2,1,0
"2730024",6330,404,337,10,3,1
"2730031",6331,541,565,16,3,1
"2730032",6332,199,191,3,0,0
"2730033",6333,98,106,2,1,0
"2730034",6334,228,490,4,1,0
"2730035",6335,268,429,2,2,1
"2730041",6336,387,275,5,0,1
"2730042",6337,368,209,6,1,1
"2730043",6338,559,286,3,2,0
"2730044",6339,166,151,3,1,0
"2750101",6340,75,314,4,2,0
"2750201",6341,20,109,0,0,0
"2750202",6342,35,180,0,0,0
"2750301",6343,59,258,2,2,0
"2750302",6344,7,27,0,0,0
"2750401",6345,69,292,1,0,0
"277001c",6346,29,245,1,0,2
"277001e",6347,72,485,6,1,0
"277001f",6348,86,883,6,0,1
"277001h",6349,42,422,1,0,0
"277001i",6350,24,229,2,0,0
"277002d",6351,82,370,2,1,0
"277002e",6352,58,371,5,0,1
"277002f",6353,18,139,0,0,0
"277002g",6354,76,424,3,1,0
"277003d",6355,58,529,2,0,0
"277003e",6356,71,845,6,0,0
"277003f",6357,49,388,3,0,0
"277003g",6358,51,360,6,0,1
"277003i",6359,116,834,8,4,1
"277004b",6360,129,909,12,1,2
"277004d",6361,66,928,7,0,0
"277004e",6362,118,958,10,0,0
"277004f",6363,177,1098,7,4,1
"277004ga",6364,106,623,6,0,0
"277004gb",6365,12,73,1,0,0
"2771a3b",6366,675,1895,24,2,4
"2771a5a",6367,168,220,1,1,1
"2772a1a",6368,408,195,6,1,0
"2772c3a",6369,878,1005,16,6,2
"2773c7g",6370,441,957,19,2,4
"2773h3c",6371,173,394,2,1,0
"2774a6e",6372,237,919,7,2,4
"2790001",6373,92,425,2,0,1
"2790002",6374,119,226,5,1,0
"2790003",6375,67,366,3,1,1
"2790004",6376,8,71,0,0,0
"2790005",6377,37,254,4,2,0
"2790006",6378,51,162,2,2,0
"2790008",6379,216,919,13,1,6
"2790009",6380,143,428,3,0,1
"2790010",6381,47,193,4,0,1
"2790011",6382,50,372,4,0,0
"2790012",6383,10,105,0,0,0
"2810001",6384,419,1047,23,4,0
"2810002",6385,435,2045,20,6,0
"2810003",6386,293,953,20,2,0
"2810004",6387,179,760,21,0,0
"2810005",6388,63,418,3,1,0
"2810006",6389,51,349,7,1,0
"2810007",6390,87,482,9,4,0
"2810008",6391,328,1056,27,2,0
"2810009",6392,289,976,15,4,0
"2830001",6393,306,461,4,4,0
"2830002",6394,137,151,2,1,0
"2830003",6395,265,264,3,1,0
"2830004",6396,2,60,0,0,0
"2830005",6397,217,259,2,1,0
"2830006",6398,125,140,1,0,0
"2850101",6399,119,954,3,1,2
"2850102",6400,187,926,3,1,0
"2850119",6401,70,513,1,0,0
"2850208",6402,66,508,4,0,4
"2850223",6403,105,839,4,1,0
"2850231",6404,155,1005,5,2,3
"2850309",6405,150,918,9,0,2
"2850311",6406,74,488,2,0,0
"2850329",6407,133,983,5,1,2
"2850416",6408,56,586,2,1,0
"2850430",6409,218,1084,8,1,1
"2870101",6410,329,855,5,0,3
"2870102",6411,95,109,1,0,0
"2870103",6412,18,181,0,1,0
"2870201",6413,28,427,2,0,1
"2870202",6414,251,1099,9,3,3
"2870203",6415,45,278,1,1,0
"2870301",6416,14,100,2,0,0
"2870302",6417,181,752,16,1,1
"2870303",6418,38,158,2,2,0
"2870304",6419,227,761,6,3,1
"2870401",6420,142,425,7,1,2
"2870402",6421,70,55,1,1,0
"2870403",6422,49,191,2,1,0
"2870404",6423,155,347,4,1,1
"2870405",6424,108,517,7,1,2
"2890001",6425,190,1093,9,1,1
"2890002",6426,34,258,2,0,1
"2890003",6427,53,420,3,0,1
"2890004",6428,83,600,3,1,2
"2890005",6429,46,395,4,1,0
"2890006",6430,96,826,7,0,0
"2890007",6431,31,424,1,0,1
"2890008",6432,99,703,4,2,1
"2890009",6433,20,305,2,0,0
"2890010",6434,57,740,6,1,5
"2890011",6435,101,568,7,3,2
