CNTYVTD,VTDKEY,CruzR_12G_U.S. Sen,SadlerD_12G_U.S. Sen,MyersL_12G_U.S. Sen,CollinsG_12G_U.S. Sen
"4392522",8188,1117,568,36,9
"4392523",8189,636,997,34,19
"4392524",8190,1381,281,22,4
"4392525",8191,574,1134,20,11
"4392535",8192,1090,452,32,7
"4392536",8193,632,542,25,11
"4392537",8194,271,553,24,5
"4392541",8195,500,807,32,8
"4392546",8196,0,6,0,0
"4392548",8197,782,234,27,6
"4392553",8198,322,433,21,4
"4392556",8199,814,398,22,8
"4392557",8200,229,444,13,8
"4392561",8201,0,0,0,0
"4392569",8202,4,24,0,0
"4392571",8203,0,0,0,0
"4392581",8204,601,689,30,14
"4392600",8205,0,0,0,0
"4392601",8206,0,0,0,0
"4392606",8207,4,6,1,1
"4392609",8208,0,0,0,0
"4392612",8209,0,0,0,0
"4392613",8210,371,821,11,10
"4392614",8211,54,54,3,0
"4392616",8212,14,15,1,0
"4392618",8213,2,2,0,0
"4392635",8214,346,568,19,3
"4392636",8215,991,475,26,13
"4392643",8216,593,527,19,5
"4392644",8217,340,398,11,3
"4392645",8218,980,357,24,6
"4392655",8219,243,288,19,8
"4392656",8220,23,35,1,1
"4392657",8221,4,8,0,0
"4392658",8222,63,162,8,4
"4392659",8223,2,5,0,0
"4392660",8224,68,47,5,6
"4392670",8225,27,43,2,1
"4392673",8226,0,0,0,0
"4392675",8227,0,0,0,0
"4392680",8228,0,0,0,0
"4392681",8229,0,0,0,0
"4392697",8230,555,497,19,6
"4392699",8231,715,835,21,3
"4392708",8232,523,466,17,2
"4392712",8233,1005,743,23,5
"4392721",8234,649,289,18,9
"4392726",8235,465,765,26,7
"4392727",8236,271,141,6,3
"4392731",8237,252,516,7,4
"4392741",8238,40,54,0,0
"4392742",8239,114,154,3,4
"4392743",8240,2,3,0,0
"4392744",8241,53,80,7,2
"4392745",8242,75,46,3,2
"4392746",8243,353,340,24,10
"4392748",8244,0,0,0,0
"4392751",8245,0,0,0,0
"4392755",8246,0,0,0,0
"4392775",8247,0,0,0,0
"4392827a",8248,0,0,0,0
"4392827b",8249,0,0,0,0
"4393032",8250,589,249,24,5
"4393035",8251,1730,678,56,17
"4393036",8252,640,432,39,9
"4393037",8253,1348,505,44,17
"4393038",8254,1127,595,67,16
"4393039",8255,925,239,25,10
"4393040",8256,1436,418,34,15
"4393041",8257,1240,658,65,23
"4393043",8258,1197,368,36,11
"4393049",8259,1496,399,32,11
"4393054",8260,1617,549,59,15
"4393063",8261,754,246,25,13
"4393072",8262,1357,369,54,26
"4393114",8263,968,418,36,13
"4393131",8264,695,301,29,13
"4393139",8265,482,227,24,5
"4393140",8266,765,286,19,10
"4393152",8267,17,4,0,0
"4393156",8268,878,308,11,9
"4393157",8269,796,478,45,15
"4393160",8270,694,554,35,15
"4393164",8271,683,418,36,14
"4393166",8272,691,526,28,17
"4393172",8273,1012,511,46,11
"4393176",8274,1186,629,50,26
"4393177",8275,1008,235,14,11
"4393183",8276,1293,737,49,23
"4393185",8277,1,1,0,0
"4393187",8278,545,293,25,10
"4393192",8279,398,88,11,2
"4393193",8280,1433,403,36,8
"4393194",8281,770,361,33,7
"4393196",8282,1058,370,34,14
"4393200",8283,958,514,35,21
"4393209",8284,1910,448,51,13
"4393212",8285,708,439,28,10
"4393213",8286,665,324,37,14
"4393214",8287,1008,459,26,18
"4393215",8288,1192,371,30,4
"4393216",8289,1228,686,55,13
"4393240",8290,1080,482,42,14
"4393247",8291,525,389,32,11
"4393248",8292,2085,702,43,13
"4393249",8293,1222,722,50,12
"4393254",8294,793,493,41,14
"4393260",8295,740,270,19,5
"4393282",8296,792,287,26,10
"4393283",8297,802,332,32,10
"4393286",8298,376,37,4,2
"4393287",8299,930,416,49,22
"4393289",8300,961,454,38,15
"4393321",8301,906,416,38,15
"4393322",8302,977,434,39,12
"4393323",8303,1862,497,42,16
"4393324",8304,944,367,33,6
"4393325",8305,462,178,29,5
"4393326",8306,313,195,21,4
"4393327",8307,775,318,34,10
"4393329",8308,719,558,33,9
"4393330",8309,659,186,17,5
"4393331",8310,1479,296,30,8
"4393332",8311,942,575,40,11
"4393333",8312,1218,585,52,18
"4393334",8313,733,464,41,13
"4393335",8314,1029,429,38,12
"4393336",8315,682,559,26,10
"4393359",8316,1157,337,23,5
"4393361",8317,1139,500,54,20
"4393363",8318,1159,284,35,4
"4393364",8319,303,165,12,5
"4393365",8320,1964,499,41,16
"4393367",8321,764,294,30,11
"4393368",8322,444,138,13,4
"4393372",8323,1162,450,53,16
"4393384",8324,609,316,32,17
"4393385",8325,1535,490,57,15
"4393386",8326,958,272,24,6
"4393387",8327,1120,298,28,9
"4393389",8328,1220,795,65,37
"4393390",8329,2075,552,75,20
"4393391",8330,755,657,45,9
"4393392",8331,1151,320,34,9
"4393396",8332,1373,538,42,15
"4393398",8333,586,275,19,11
"4393406",8334,1,0,0,0
"4393409",8335,24,6,0,0
"4393417",8336,597,271,27,4
"4393421",8337,747,191,19,5
"4393422",8338,641,161,15,5
"4393433",8339,313,117,7,2
"4393443",8340,1032,466,31,7
"4393446",8341,0,0,0,0
"4393447",8342,0,0,0,0
"4393465",8343,1160,510,39,12
"4393469",8344,593,238,24,6
"4393470",8345,48,18,0,0
"4393471",8346,905,221,25,2
"4393486",8347,1274,459,44,12
"4393500",8348,200,45,2,1
"4393502",8349,892,162,23,5
"4393507",8350,882,457,36,15
"4393509",8351,809,361,38,7
"4393510",8352,1667,446,41,14
"4393511",8353,760,734,46,13
"4393516",8354,1029,362,28,4
"4393517",8355,761,463,21,13
"4393526",8356,627,177,12,6
"4393527",8357,1023,372,26,18
"4393529",8358,1185,277,36,8
"4393530",8359,1344,492,48,17
"4393538",8360,1894,500,41,11
"4393539",8361,4,0,0,0
"4393542",8362,1005,380,34,17
"4393545",8363,1360,334,36,8
"4393552",8364,964,434,44,10
"4393554",8365,1483,434,35,17
"4393558",8366,1909,458,41,14
"4393560",8367,0,0,0,0
"4393562",8368,67,11,2,1
"4393566",8369,0,0,0,0
"4393567",8370,650,155,12,3
"4393570",8371,1057,499,38,14
"4393574",8372,0,1,0,0
"4393575",8373,0,0,0,0
"4393579",8374,485,122,12,2
"4393580",8375,35,7,1,0
"4393582",8376,25,1,0,0
"4393583",8377,0,0,0,0
"4393584",8378,0,0,0,0
"4393585",8379,0,0,0,0
"4393590",8380,0,0,0,0
"4393624",8381,66,17,4,0
"4393626",8382,224,80,8,4
"4393637",8383,714,357,27,6
"4393646",8384,921,396,41,11
"4393647",8385,1083,537,22,11
"4393648",8386,1345,557,46,21
"4393653",8387,0,0,0,0
"4393654",8388,0,0,0,0
"4393661",8389,0,0,0,0
"4393663",8390,0,0,0,0
"4393664",8391,0,0,0,0
"4393665",8392,0,0,0,0
"4393667",8393,34,9,0,0
"4393668",8394,128,36,7,0
"4393669",8395,0,2,0,0
"4393671",8396,386,146,9,6
"4393695",8397,1100,498,46,11
"4393696",8398,1123,435,52,13
"4393698",8399,1109,555,45,13
"4393700",8400,785,241,24,8
"4393706",8401,779,358,34,12
"4393709",8402,590,212,19,6
"4393716",8403,791,220,18,7
"4393720",8404,1229,307,29,9
"4393725",8405,919,296,24,11
"4393728",8406,732,190,19,9
"4393729",8407,2,0,0,0
"4393732",8408,446,111,12,1
"4393735",8409,617,120,12,3
"4393750",8410,0,0,0,0
"4393757",8411,0,0,0,0
"4393759",8412,0,0,0,0
"4393822",8413,0,0,0,0
"4393826",8414,0,0,0,0
"4394006",8415,24,154,8,5
"4394016",8416,519,402,37,7
"4394017",8417,234,706,11,7
"4394018",8418,420,168,18,9
"4394020",8419,457,278,27,10
"4394042",8420,345,223,21,6
"4394044",8421,1052,273,25,12
"4394045",8422,1330,375,38,11
"4394046",8423,966,235,26,10
"4394047",8424,1159,303,25,17
"4394048",8425,55,217,2,3
"4394050",8426,67,420,4,3
"4394051",8427,1,1,0,0
"4394053",8428,396,177,13,6
"4394057",8429,192,123,6,2
"4394060",8430,322,502,36,22
"4394065",8431,1467,377,39,9
"4394067",8432,132,403,5,4
"4394068",8433,127,324,6,4
"4394069",8434,651,308,20,7
"4394070",8435,777,594,29,14
"4394073",8436,136,65,4,2
"4394077",8437,94,82,3,3
"4394086",8438,1235,466,32,14
"4394087",8439,62,136,2,0
"4394091",8440,918,381,31,20
"4394092",8441,83,220,1,2
"4394093",8442,194,506,10,4
"4394096",8443,204,370,16,13
"4394097",8444,171,345,6,1
"4394101",8445,253,233,6,6
"4394102",8446,216,201,19,6
"4394107",8447,82,281,3,1
"4394110",8448,87,307,6,1
"4394113",8449,146,59,10,5
"4394115",8450,411,79,3,0
"4394116",8451,846,399,36,14
"4394118",8452,398,300,16,7
"4394121",8453,805,414,26,17
"4394122",8454,228,337,10,3
"4394123",8455,143,352,4,1
"4394124",8456,391,308,23,12
"4394125",8457,148,103,9,4
"4394128",8458,934,460,32,29
"4394129",8459,499,222,8,6
"4394130",8460,1259,525,31,10
"4394135",8461,427,274,18,4
"4394136",8462,565,459,45,16
"4394137",8463,589,293,23,8
"4394138",8464,198,160,8,7
"4394141",8465,826,464,30,10
"4394144",8466,538,261,18,10
"4394155",8467,323,508,14,8
"4394159",8468,456,297,21,11
"4394162",8469,90,72,3,1
"4394163",8470,507,256,12,5
"4394178",8471,1175,600,38,18
"4394179",8472,300,264,15,3
"4394182",8473,1335,610,49,11
"4394191",8474,480,204,24,7
"4394195",8475,137,309,7,3
"4394201",8476,95,364,2,3
"4394202",8477,408,269,23,9
"4394203",8478,437,469,8,11
"4394204",8479,949,570,56,17
"4394218",8480,320,220,12,5
"4394222",8481,314,255,20,3
"4394230",8482,1493,729,38,19
"4394231",8483,120,369,6,6
"4394232",8484,721,439,31,9
"4394233",8485,119,339,5,7
"4394234",8486,1410,569,54,10
"4394239",8487,42,21,0,0
"4394242",8488,267,89,9,1
"4394243",8489,402,232,20,9
"4394245a",8490,29,33,0,0
"4394245b",8491,0,0,0,0
"4394250",8492,892,492,45,14
"4394252",8493,338,241,15,4
"4394253",8494,147,98,10,6
"4394256",8495,93,136,8,1
"4394259",8496,565,173,14,7
"4394261",8497,907,637,49,15
"4394272",8498,116,78,11,1
"4394276",8499,788,412,30,13
"4394284",8500,117,26,4,2
"4394285",8501,106,86,4,4
"4394288",8502,6,68,0,0
"4394290",8503,794,416,28,11
"4394312",8504,20,23,4,1
"4394328",8505,401,271,17,10
"4394338",8506,732,385,29,7
"4394340",8507,827,291,34,10
"4394342",8508,1003,449,31,14
"4394343",8509,726,269,14,8
"4394344",8510,607,313,22,3
"4394350",8511,444,407,30,11
"4394362",8512,4,0,0,0
"4394369",8513,1290,583,50,27
"4394370",8514,0,0,0,0
"4394371",8515,915,210,20,8
"4394373",8516,82,32,3,0
"4394374",8517,757,452,37,11
"4394375",8518,1052,304,29,7
"4394395",8519,193,82,6,3
"4394397",8520,130,85,11,0
"4394399",8521,95,23,3,3
"4394400",8522,81,42,2,1
"4394410",8523,789,586,24,9
"4394429",8524,336,126,22,1
"4394432",8525,1,12,0,0
"4394452",8526,279,215,12,5
"4394454",8527,838,335,25,8
"4394456",8528,508,210,13,2
"4394458",8529,0,0,0,0
"4394475",8530,13,19,0,0
"4394478",8531,0,0,0,0
"4394480",8532,265,48,0,2
"4394483",8533,8,12,2,0
"4394485",8534,84,86,3,2
"4394487",8535,0,0,0,0
"4394492",8536,218,127,22,4
"4394493",8537,184,106,4,1
"4394494",8538,1,1,0,0
"4394495",8539,20,53,2,0
"4394496",8540,101,207,10,1
"4394497",8541,421,705,23,21
"4394498",8542,328,118,9,2
"4394499",8543,1032,687,50,15
"4394503",8544,175,214,3,1
"4394508",8545,1270,682,50,31
"4394512",8546,0,0,0,0
"4394528",8547,1397,675,55,24
"4394531",8548,1151,489,41,13
"4394532",8549,629,158,14,6
"4394533",8550,511,204,15,5
"4394534",8551,1305,599,59,12
"4394540",8552,946,536,45,22
"4394551",8553,1234,567,40,19
"4394563",8554,0,0,0,0
"4394565",8555,21,10,0,0
"4394568",8556,9,16,0,0
"4394572",8557,12,25,1,0
"4394573",8558,0,0,0,0
"4394587",8559,6,132,0,0
"4394588",8560,1585,757,68,15
"4394591",8561,796,438,49,17
"4394592",8562,0,0,0,0
"4394593",8563,67,62,3,2
"4394595",8564,28,18,1,1
"4394596",8565,44,50,1,0
"4394599",8566,335,185,13,4
"4394602",8567,0,0,0,0
"4394604",8568,0,0,0,0
"4394615",8569,0,0,0,0
"4394620",8570,9,28,0,0
"4394629",8571,0,0,0,0
"4394630",8572,0,0,0,0
"4394632",8573,0,0,0,0
"4394634",8574,182,123,18,4
"4394638",8575,583,266,22,8
"4394640",8576,90,97,6,3
"4394649",8577,1161,406,34,7
"4394650",8578,357,239,18,6
"4394666",8579,0,0,0,0
"4394682",8580,67,73,1,1
"4394683",8581,0,0,0,0
"4394685",8582,0,0,0,0
"4394686",8583,0,0,0,0
"4394687",8584,58,42,2,1
"4394689",8585,14,22,1,1
"4394694",8586,388,173,13,6
"4394702",8587,398,186,15,7
"4394703",8588,748,497,33,9
"4394705",8589,370,200,18,5
"4394707",8590,393,243,19,8
"4394711",8591,235,184,9,1
"4394713",8592,970,467,35,11
"4394724",8593,504,131,12,5
"4394730",8594,502,227,17,9
"4394733",8595,303,162,14,2
"4394736",8596,625,156,18,10
"4394737a",8597,362,190,14,5
"4394737b",8598,7,4,0,0
"4394820",8599,0,0,0,0
"4410101",8600,1540,586,59,18
"4410102",8601,1010,328,36,7
"4410103",8602,1101,373,33,13
"4410104",8603,1467,283,28,9
"4410105",8604,1119,489,47,14
"4410106",8605,404,180,19,6
"4410107",8606,269,75,8,3
"4410108",8607,621,73,15,3
"4410109",8608,130,17,1,0
"4410110",8609,52,12,2,0
"4410201",8610,409,344,27,8
"4410202",8611,718,529,37,15
"4410203",8612,1084,640,48,18
"4410204",8613,784,168,20,6
"4410205",8614,865,604,39,14
"4410206",8615,997,283,30,6
"4410207",8616,139,49,5,0
"4410301",8617,1045,351,37,12
"4410302",8618,1261,272,27,6
"4410303",8619,889,102,25,2
"4410304",8620,1414,391,37,15
"4410305",8621,1928,347,33,7
"4410306",8622,1738,254,32,6
"4410307",8623,1447,211,31,9
"4410308",8624,774,132,19,4
"4410401",8625,995,144,11,4
"4410402",8626,1262,343,41,21
"4410403",8627,903,376,45,9
"4410404",8628,852,353,36,13
"4410405",8629,677,277,21,1
"4410406",8630,1545,402,34,14
"4410407",8631,656,151,18,4
"4410408",8632,1670,198,35,12
"4410409",8633,403,55,8,4
"4430001",8634,76,44,6,1
"4430002a",8635,51,67,3,0
"4430002b",8636,4,5,0,0
"4430003",8637,110,30,7,0
"4430004a",8638,41,18,2,2
"4430004b",8639,18,8,1,1
"4430004c",8640,9,3,0,0
"4450101",8641,914,224,13,6
"4450201",8642,349,146,12,3
"4450202",8643,252,80,8,3
"4450301",8644,401,261,17,6
"4450401",8645,486,189,11,9
"4450402",8646,128,15,5,1
"4470001",8647,161,37,10,3
"4470002",8648,161,32,3,0
"4473003",8649,140,31,3,2
"4474005",8650,44,9,0,0
"4474006",8651,97,21,1,1
"4490001",8652,46,312,5,2
"4490002",8653,184,174,2,2
"4490003",8654,240,108,9,3
"4490004",8655,273,100,5,2
"4490005",8656,103,51,6,6
"4490006",8657,547,168,10,4
"4490007",8658,415,203,7,5
"4490008",8659,198,278,9,2
"4490009",8660,140,81,4,6
"4490010",8661,351,120,4,4
"4490011",8662,70,37,5,2
"4490012",8663,129,53,4,2
"4490014",8664,451,370,10,1
"4490015",8665,319,129,4,4
"4490016",8666,979,348,15,4
"4490017",8667,81,150,4,2
"4490018",8668,72,38,3,0
"4490019",8669,248,152,7,0
"4490020",8670,555,219,8,4
"4510106",8671,376,285,13,7
"4510107",8672,353,180,10,8
"4510108",8673,432,62,14,3
"4510112",8674,469,65,8,1
"4510114",8675,118,257,5,7
"4510124",8676,171,390,10,5
"4510137",8677,672,551,38,16
"4510144",8678,407,296,21,10
"4510146",8679,797,539,22,12
"4510201",8680,1210,367,35,12
"4510213",8681,1417,175,37,3
"4510215",8682,1167,289,31,7
"4510225",8683,49,2,1,0
"4510228",8684,1141,354,51,16
"4510230",8685,1038,323,44,16
"4510241",8686,2470,504,57,11
"4510304",8687,1221,450,51,21
"4510306",8688,533,198,28,7
"4510308",8689,101,66,2,3
"4510318",8690,906,209,30,13
"4510319",8691,1513,380,50,15
"4510327",8692,626,370,36,12
"4510348",8693,543,138,17,7
"4510351",8694,233,54,5,0
"4510358",8695,609,139,14,8
"4510401",8696,97,25,4,1
"4510402",8697,1201,517,65,14
"4510420",8698,126,23,1,1
"4510421",8699,1244,375,41,8
"4510422",8700,633,99,22,4
"4510423",8701,570,83,18,6
"4510424",8702,1154,354,45,8
"4510434",8703,328,163,21,6
"4510435",8704,384,183,16,7
"4510436",8705,1611,574,80,23
"4530100",8706,82,1149,45,38
"4530101",8707,88,1081,51,41
"4530102",8708,68,1145,46,41
"4530103",8709,71,1054,45,36
"4530104",8710,160,1700,78,52
"4530105",8711,88,1115,44,34
"4530106",8712,161,820,29,17
"4530107",8713,183,919,39,22
"4530110",8714,51,962,27,20
"4530111",8715,69,1170,31,22
"4530112",8716,86,852,33,21
"4530113",8717,191,1100,44,31
"4530114",8718,130,639,26,15
"4530115",8719,33,185,12,9
"4530116",8720,194,1204,47,38
"4530117",8721,195,1235,49,25
"4530120",8722,44,731,20,11
"4530121",8723,51,648,9,8
"4530122",8724,70,605,18,7
"4530123",8725,77,379,14,8
"4530124",8726,75,605,16,7
"4530125",8727,36,185,4,2
"4530126",8728,185,602,24,6
"4530127",8729,231,576,33,8
"4530130",8730,281,1366,77,45
"4530131",8731,214,745,48,25
"4530132",8732,334,1223,83,39
"4530133",8733,205,774,35,10
"4530134",8734,245,605,33,9
"4530135",8735,276,427,31,10
"4530136",8736,307,619,46,19
"4530137",8737,307,932,57,23
"4530138",8738,503,1212,84,31
"4530140",8739,37,67,4,1
"4530141",8740,416,757,59,15
"4530142",8741,185,439,23,4
"4530143",8742,264,620,38,10
"4530144",8743,135,325,18,5
"4530145",8744,267,284,20,5
"4530146",8745,105,79,5,5
"4530150a",8746,373,373,36,3
"4530150b",8747,5,3,0,0
"4530151a",8748,263,251,24,3
"4530151b",8749,0,0,0,0
"4530152",8750,496,441,33,7
"4530153",8751,555,504,42,9
"4530154a",8752,517,465,35,8
"4530154b",8753,4,4,0,0
"4530155",8754,538,482,39,7
"4530156",8755,337,270,28,6
"4530160",8756,418,573,34,8
"4530161",8757,221,297,24,6
"4530162",8758,471,646,51,15
"4530163",8759,371,507,39,12
"4530164",8760,568,873,73,16
"4530165",8761,523,1058,52,18
"4530170",8762,503,891,55,19
"4530171",8763,610,883,52,16
"4530172",8764,107,119,7,1
"4530173",8765,600,448,47,11
"4530174",8766,205,227,20,1
"4530175",8767,0,2,0,0
"4530176",8768,3,9,0,0
"4530177",8769,878,1009,64,14
"4530178",8770,531,579,48,12
"4530180",8771,466,797,62,11
"4530181",8772,277,605,40,13
"4530182",8773,217,462,30,12
"4530183",8774,111,239,14,7
"4530184",8775,244,538,32,8
"4530185",8776,69,159,6,3
"4530186",8777,291,630,36,16
"4530190",8778,285,626,53,21
"4530191",8779,466,980,86,29
"4530192",8780,453,757,75,28
"4530193",8781,394,621,50,18
"4530194",8782,352,560,47,16
"4530200",8783,529,1515,98,33
"4530201",8784,911,1323,80,21
"4530202",8785,232,1120,95,49
"4530203",8786,253,1333,106,64
"4530204",8787,290,1083,84,31
"4530205",8788,489,1435,72,24
"4530206",8789,186,1207,65,56
"4530207",8790,285,1418,96,51
"4530210",8791,341,862,62,18
"4530211",8792,354,1313,64,30
"4530212",8793,243,1281,92,57
"4530213",8794,228,1073,85,51
"4530214",8795,124,725,58,35
"4530215",8796,41,235,15,8
"4530216",8797,204,973,59,33
"4530220",8798,492,1196,65,16
"4530221",8799,407,1497,83,47
"4530223",8800,364,858,50,23
"4530224",8801,199,797,50,20
"4530225",8802,257,1042,62,26
"4530226",8803,483,1167,107,38
"4530227",8804,382,1008,74,37
"4530230",8805,866,1599,117,49
"4530231",8806,1357,1497,72,17
"4530232",8807,1074,1347,47,19
"4530233",8808,1088,1325,81,19
"4530234",8809,644,1208,94,29
"4530235",8810,1061,1161,65,13
"4530236",8811,1076,1568,88,36
"4530237",8812,793,1242,92,17
"4530238",8813,839,1208,69,21
"4530240",8814,454,1143,86,31
"4530241",8815,289,824,58,27
"4530242",8816,391,1088,81,25
"4530243",8817,597,1105,109,39
"4530244",8818,221,484,48,19
"4530245",8819,323,703,70,24
"4530246",8820,419,926,78,30
"4530247",8821,278,704,62,30
"4530250",8822,297,669,47,19
"4530251",8823,218,565,43,7
"4530252",8824,145,251,15,6
"4530253",8825,158,225,18,8
"4530254",8826,675,1290,94,32
"4530255",8827,572,1093,80,26
"4530256",8828,602,908,89,25
"4530260",8829,491,599,46,21
"4530261",8830,458,724,63,22
"4530262",8831,768,1104,105,30
"4530263",8832,624,888,93,26
"4530264",8833,705,1216,119,21
"4530265",8834,410,765,81,30
"4530266",8835,632,1091,98,38
"4530267",8836,1001,1127,67,12
"4530268",8837,749,772,51,17
"4530270",8838,1377,980,93,17
"4530271",8839,1068,537,33,8
"4530272",8840,1620,799,75,14
"4530273",8841,1075,525,53,9
"4530274",8842,1155,823,87,19
"4530275",8843,689,462,52,7
"4530280",8844,1136,489,65,18
"4530281",8845,1058,451,53,9
"4530282",8846,571,316,39,16
"4530290",8847,2047,1068,101,21
"4530291",8848,365,258,21,6
"4530292",8849,1072,453,51,12
"4530293",8850,1174,509,49,10
"4530294",8851,804,527,55,11
"4530300",8852,252,494,48,13
"4530301",8853,331,490,53,15
"4530302",8854,498,973,88,28
"4530303",8855,2,0,0,0
"4530304",8856,275,832,56,24
"4530305",8857,357,792,94,36
"4530306",8858,404,2018,125,55
"4530307",8859,473,1802,126,46
"4530310",8860,366,723,82,29
"4530311",8861,424,617,68,31
"4530312",8862,723,1528,164,45
"4530313",8863,319,523,58,21
"4530314",8864,301,720,80,27
"4530315",8865,554,1072,117,35
"4530320",8866,1281,1293,84,25
"4530321",8867,707,760,39,13
"4530322",8868,1067,1158,86,15
"4530323",8869,792,799,76,24
"4530324",8870,852,860,76,20
"4530325",8871,279,208,20,2
"4530326",8872,1183,878,89,24
"4530327",8873,929,845,68,19
"4530330",8874,659,1442,120,34
"4530331",8875,324,778,56,18
"4530332",8876,388,929,78,21
"4530333",8877,429,776,60,17
"4530334",8878,700,950,80,22
"4530335",8879,934,962,66,13
"4530336",8880,444,579,42,13
"4530337",8881,665,851,65,18
"4530340",8882,916,1253,92,21
"4530341",8883,495,945,81,28
"4530342",8884,635,1254,111,35
"4530343a",8885,687,629,42,11
"4530343b",8886,13,11,1,0
"4530344",8887,828,1000,73,16
"4530345",8888,793,992,77,27
"4530346",8889,1139,1066,73,18
"4530347",8890,1031,981,77,17
"4530348a",8891,711,638,42,11
"4530348b",8892,115,100,12,0
"4530349",8893,1008,908,92,17
"4530350",8894,811,1428,137,36
"4530351",8895,1126,593,55,8
"4530352",8896,586,587,42,22
"4530353",8897,963,503,47,6
"4530354",8898,1062,1319,102,23
"4530355",8899,275,343,26,7
"4530356",8900,549,741,65,16
"4530357",8901,704,944,85,19
"4530358",8902,947,1278,90,20
"4530360",8903,973,821,52,18
"4530361",8904,444,424,29,14
"4530362",8905,327,188,16,7
"4530363",8906,351,202,21,8
"4530364",8907,857,249,23,3
"4530365",8908,561,282,38,9
"4530366",8909,912,450,60,11
"4530367",8910,641,317,50,10
"4530370",8911,945,609,76,26
"4530371",8912,605,391,56,18
"4530372a",8913,165,72,8,2
"4530372b",8914,17,8,1,0
"4530373",8915,982,389,32,7
"4530374",8916,1098,523,66,20
"4530375",8917,1424,592,47,22
"4530376",8918,1149,340,35,4
"4530380",8919,1075,1275,100,17
"4530381a",8920,509,531,76,14
"4530381b",8921,0,0,0,0
"4530381c",8922,28,33,2,0
"4530381d",8923,12,15,1,0
"4530382",8924,844,1246,103,39
"4530383",8925,1056,1310,95,22
"4530384",8926,1278,1328,88,30
"4530385a",8927,1217,986,80,21
"4530385b",8928,13,12,0,0
"4530386a",8929,689,649,54,7
"4530386b",8930,0,0,0,0
"4530386c",8931,10,9,1,0
"4530387",8932,716,628,54,10
"4530390",8933,1378,666,71,13
"4530391",8934,930,450,47,8
"4530392",8935,614,345,47,13
"4530393",8936,421,144,19,4
"4530394",8937,364,127,19,3
"4530395",8938,739,449,69,12
"4530396",8939,655,383,70,16
"4530400",8940,250,453,37,8
"4530401",8941,136,972,51,39
"4530402",8942,121,997,39,30
"4530403",8943,125,931,29,30
"4530404",8944,4,98,3,0
"4530405",8945,121,1044,49,29
"4530410",8946,226,1266,89,47
"4530411",8947,383,1399,108,29
"4530412",8948,153,957,58,32
"4530413",8949,180,1190,61,41
"4530414",8950,313,1362,130,63
"4530415",8951,154,912,106,64
"4530416",8952,182,1162,88,40
"4530417",8953,112,576,47,25
"4530418",8954,234,1184,98,59
"4530420",8955,270,1448,124,63
"4530421",8956,150,728,57,26
"4530422",8957,196,934,74,34
"4530423",8958,129,714,34,15
"4530424",8959,154,851,32,14
"4530425",8960,195,989,79,39
"4530426",8961,95,583,51,31
"4530427",8962,146,864,76,46
"4530430",8963,404,871,51,25
"4530431",8964,326,1146,73,49
"4530432",8965,111,468,32,10
"4530433",8966,100,257,21,8
"4530434",8967,197,694,57,26
"4530435",8968,178,620,52,27
"4530436",8969,288,870,61,34
"4530437",8970,432,1432,120,54
